score,lateness,num_posts,avg_post_length,category
4.0,-27,1,928.0,type1
4.0,-50,1,409.0,type1
0,0,0,0.0,type1
4.0,-83,2,952.5,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
4.0,-2,2,491.5,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,-6,2,1024.0,type1
4.0,-7,2,609.5,type1
4.0,-5,1,84.0,type1
4.0,-1,4,930.0,type1
4.0,-3,2,1287.0,type1
5.0,-8,3,1105.66666667,type1
4.0,0,2,1100.5,type1
4.0,-1,1,2157.0,type1
4.0,-12,2,1365.5,type1
0,0,2,1320.0,type1
0,0,2,960.5,type1
2.5,0,2,622.5,type1
0,-1,2,768.5,type1
4.0,-2,3,981.333333333,type1
4.0,-4,2,1926.5,type1
4.0,-3,2,1128.0,type1
5.0,-3,2,1525.5,type1
4.0,-4,2,1208.0,type1
4.0,-4,3,898.0,type1
4.0,-3,3,768.0,type1
4.0,-48,1,1063.0,type1
5.0,-10,2,836.5,type1
4.0,0,1,476.0,type1
4.0,-9,2,582.0,type1
4.0,-1,2,835.0,type1
4.0,-13,2,950.0,type1
4.0,-2,1,1137.0,type1
4.0,-9,1,1580.0,type1
4.0,-9,1,809.0,type1
3.5,-2,1,1364.0,type1
4.0,0,3,601.333333333,type1
5.0,-55,1,1373.0,type1
0,0,0,0.0,type1
3.5,-2,1,1823.0,type1
4.0,-30,1,2954.0,type1
4.0,-31,1,3775.0,type1
3.9,-3,1,2216.0,type1
4.0,-25,2,1924.0,type1
0,-8,1,2587.0,type1
4.0,-6,2,377.5,type1
4.0,-5,1,52.0,type1
4.0,-7,3,1919.66666667,type1
4.0,-26,2,1625.5,type1
5.0,-24,2,2116.5,type1
4.0,-1,2,1250.5,type1
4.0,-10,1,2426.0,type1
4.0,-18,2,798.0,type1
0,-7,3,1096.33333333,type1
0,-9,1,1862.0,type1
2.7,-12,1,1692.0,type1
0,-12,2,1004.0,type1
3.0,-1,1,1903.0,type1
4.0,-34,2,1222.0,type1
4.0,-9,2,1346.0,type1
4.0,-5,2,763.0,type1
4.0,-9,3,808.0,type1
4.0,-2,2,1295.0,type1
4.0,-4,4,1042.75,type1
4.0,-9,1,753.0,type1
4.0,-8,1,824.0,type1
4.0,-29,1,1583.0,type1
4.0,-5,1,1172.0,type1
4.0,-1,1,1265.0,type1
4.0,-60,2,811.0,type1
4.0,-1,1,1337.0,type1
4.5,-8,1,1521.0,type1
4.0,-9,1,574.0,type1
3.0,-5,1,808.0,type1
4.0,-2,1,1384.0,type1
4.0,-9,1,829.0,type1
0,0,0,0.0,type1
4.0,-8,3,732.666666667,type1
4.0,-2,1,4297.0,type1
0,0,0,0.0,type1
3.9,0,1,1510.0,type1
4.0,-4,1,3780.0,type1
0,1,1,1501.0,type1
3.0,0,1,964.0,type1
3.0,1,1,1.0,type1
3.5,-1,2,1498.5,type1
3.5,0,1,1721.0,type1
3.0,-3,1,1657.0,type1
3.5,-4,1,1959.0,type1
4.0,-3,1,2073.0,type1
0,0,0,0.0,type1
0,-3,1,1978.0,type1
0,0,1,2756.0,type1
2.5,-5,1,1983.0,type1
0,-1,1,2396.0,type1
3.0,0,1,2335.0,type1
4.0,-3,2,1101.0,type1
4.0,-1,2,1330.0,type1
4.0,-2,2,1490.5,type1
4.0,-3,2,1756.0,type1
4.0,-1,1,3327.0,type1
3.5,-2,1,1777.0,type1
3.0,0,1,1041.0,type1
4.0,-5,2,750.0,type1
3.5,2,3,813.333333333,type1
4.0,-2,1,951.0,type1
4.0,-6,1,2837.0,type1
4.0,-38,3,745.333333333,type1
4.0,-1,1,780.0,type1
4.0,-1,1,1431.0,type1
4.0,0,1,833.0,type1
2.0,167,1,721.0,type1
3.0,1,1,1828.0,type1
4.0,-1,1,579.0,type1
0,0,0,0.0,type1
3.5,163,2,1509.5,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,-3,1,1317.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
2.5,-3,1,774.0,type1
2.0,-6,1,977.0,type1
2.5,0,1,392.0,type1
3.0,-2,1,538.0,type1
1.0,-13,1,266.0,type1
0,-1,1,441.0,type1
0,-6,1,1143.0,type1
1.9,-1,1,1061.0,type1
0,60,1,886.0,type1
0,0,0,0.0,type1
3.0,-5,1,471.0,type1
3.0,-4,2,375.5,type1
3.0,-3,1,1119.0,type1
3.0,-2,1,1134.0,type1
0,0,0,0.0,type1
3.0,-3,1,948.0,type1
4.0,-2,1,335.0,type1
4.0,-3,1,479.0,type1
3.0,-6,1,219.0,type1
3.0,-8,1,247.0,type1
0,0,0,0.0,type1
4.0,-21,1,595.0,type1
3.0,-5,1,382.0,type1
3.5,0,1,385.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
4.0,-1,1,1104.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
3.5,-11,1,766.0,type1
4.0,-76,2,2599.0,type1
5.0,-4,2,4317.5,type1
4.0,-4,1,2864.0,type1
4.0,-57,2,2277.5,type1
0,-4,2,2365.0,type1
4.0,-2,2,834.0,type1
4.0,-1,1,1.0,type1
5.0,-3,4,2371.5,type1
5.0,-2,2,4203.5,type1
5.0,-6,4,2149.25,type1
5.0,-6,4,1723.0,type1
4.0,0,3,2198.66666667,type1
4.0,0,0,0.0,type1
0,-24,3,2633.33333333,type1
0,-9,2,2491.5,type1
4.0,-7,3,1556.66666667,type1
0,-34,2,2570.5,type1
4.5,-103,2,2172.0,type1
4.0,-12,2,1914.5,type1
4.0,-13,2,3227.0,type1
4.0,-26,2,1461.5,type1
4.0,-31,3,1710.0,type1
5.0,-2,2,3483.0,type1
4.0,-33,3,1677.33333333,type1
4.5,-3,1,2063.0,type1
5.0,-1,1,2995.0,type1
4.0,-1,1,1566.0,type1
4.0,-33,1,1882.0,type1
4.0,-102,2,2140.5,type1
4.0,1,2,1062.0,type1
5.0,-10,2,901.0,type1
5.0,-4,1,2737.0,type1
4.0,-30,1,746.0,type1
3.0,-4,1,1204.0,type1
4.5,-2,1,3712.0,type1
4.0,0,1,881.0,type1
0,0,0,0.0,type1
4.0,-13,2,1827.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,-23,1,5461.0,type1
3.5,-18,1,4364.0,type1
4.0,-18,1,1.0,type1
4.2,-50,2,4219.0,type1
5.0,-12,2,2835.0,type1
5.0,-9,2,3281.0,type1
3.0,50,1,7054.0,type1
4.0,-71,1,4179.0,type1
4.0,0,0,0.0,type1
0,-27,1,2910.0,type1
0,-32,1,3734.0,type1
4.0,-73,1,4292.0,type1
0,-168,1,3048.0,type1
3.5,-3,1,3758.0,type1
5.0,-26,3,1483.66666667,type1
4.0,-2,2,3192.5,type1
3.0,-24,1,1404.0,type1
5.0,-28,2,2504.0,type1
4.0,-27,1,6889.0,type1
5.0,-20,4,2107.75,type1
4.5,-117,1,1589.0,type1
4.0,-9,1,2121.0,type1
5.0,-31,1,1308.0,type1
4.0,-118,1,1924.0,type1
5.0,-3,1,5937.0,type1
4.0,-15,1,1837.0,type1
0,0,0,0.0,type1
4.5,-18,1,3028.0,type1
5.0,-52,1,1834.0,type1
4.0,-98,1,1562.0,type1
4.0,-33,1,3534.0,type1
5.0,-57,1,2492.0,type1
0,0,0,0.0,type1
3.7,0,1,2248.0,type1
4.0,-95,4,755.75,type1
4.0,-15,4,2373.75,type1
3.8,-41,1,2470.0,type1
3.5,-6,3,1115.0,type1
0,-28,3,346.333333333,type1
4.0,-3,5,165.6,type1
4.0,-1,1,1.0,type1
5.0,-1,7,1194.28571429,type1
4.5,-49,5,1693.0,type1
5.0,-51,5,1247.6,type1
5.0,-2,4,822.0,type1
5.0,-6,4,1393.25,type1
3.0,-10,2,280.0,type1
0,0,5,1107.0,type1
0,0,0,0.0,type1
3.5,0,3,959.333333333,type1
0,-35,3,758.333333333,type1
3.9,-49,3,584.0,type1
4.0,-18,3,1217.33333333,type1
4.0,-1,3,990.333333333,type1
3.0,-1,1,1058.0,type1
4.0,-19,3,676.666666667,type1
5.0,0,3,2616.0,type1
4.0,0,4,930.25,type1
4.3,-36,3,515.333333333,type1
4.0,-6,3,398.333333333,type1
0,0,0,0.0,type1
4.0,-7,5,295.6,type1
4.0,-10,3,724.0,type1
4.0,-52,3,468.0,type1
4.0,-18,2,327.5,type1
4.0,-3,3,414.666666667,type1
4.0,-29,3,412.0,type1
3.0,-9,4,239.75,type1
4.0,-32,4,438.25,type1
5.0,-98,4,189.25,type1
0,0,0,0.0,type1
4.0,0,3,410.333333333,type1
4.0,0,1,2927.0,type1
5.0,-1,2,4276.0,type1
5.0,-3,3,1725.0,type1
4.0,0,2,1681.5,type1
0,0,5,912.6,type1
5.0,0,6,538.833333333,type1
4.0,0,5,217.8,type1
5.0,0,4,2244.75,type1
3.7,-1,1,4614.0,type1
5.0,0,4,1449.5,type1
5.0,0,4,1859.5,type1
5.0,-1,3,1359.33333333,type1
4.0,0,2,658.0,type1
0,0,3,1580.0,type1
0,0,1,3933.0,type1
3.0,0,2,1194.0,type1
0,-7,2,1941.5,type1
3.5,-1,2,2117.5,type1
4.0,-1,2,893.5,type1
4.0,0,2,1748.5,type1
5.0,-1,2,2600.0,type1
5.0,-2,4,1751.25,type1
5.0,0,2,2483.5,type1
4.0,0,4,1348.5,type1
4.0,0,2,525.5,type1
5.0,0,2,1238.5,type1
4.0,-3,2,686.0,type1
4.0,-1,2,1119.5,type1
4.0,0,1,2663.0,type1
4.0,11,1,2239.0,type1
2.0,22,1,1707.0,type1
4.5,-1,2,1261.0,type1
4.0,-1,2,991.5,type1
4.0,-1,2,1164.5,type1
5.0,-1,3,1330.33333333,type1
5.0,-13,2,1040.5,type1
0,0,0,0.0,type1
4.0,0,2,1834.5,type1
4.0,-9,1,3788.0,type1
4.0,-5,2,1718.0,type1
4.0,-2,2,1722.5,type1
4.0,-13,1,3008.0,type1
0,-9,2,1084.0,type1
4.0,-2,2,519.0,type1
4.0,-1,1,0.0,type1
3.5,7,3,1785.66666667,type1
4.0,0,2,1352.0,type1
5.0,0,3,1493.33333333,type1
4.0,0,3,882.333333333,type1
4.0,0,1,2354.0,type1
4.0,-13,2,691.5,type1
0,8,2,2050.0,type1
0,0,1,2194.0,type1
3.0,0,3,968.666666667,type1
0,0,2,830.5,type1
4.0,0,1,1953.0,type1
4.0,-1,2,1562.0,type1
4.0,-1,3,1052.0,type1
4.0,-3,2,1020.5,type1
4.0,-30,4,1222.75,type1
5.0,0,3,1220.66666667,type1
4.0,0,3,894.333333333,type1
4.0,-29,1,1280.0,type1
4.0,-2,1,813.0,type1
4.0,-2,1,794.0,type1
4.0,0,1,1068.0,type1
4.0,0,1,1756.0,type1
4.0,-34,4,833.5,type1
2.0,10,1,2091.0,type1
4.5,-4,1,2244.0,type1
4.0,-23,1,638.0,type1
3.0,-35,1,994.0,type1
5.0,-3,1,1440.0,type1
4.0,-15,1,1003.0,type1
0,0,0,0.0,type1
4.0,-11,2,1479.5,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,-11,2,630.0,type1
3.0,-54,2,382.0,type1
4.0,-54,1,0.0,type1
4.0,-5,3,1616.0,type1
4.0,-2,2,1846.0,type1
5.0,-5,2,1967.5,type1
4.5,-11,4,721.75,type1
4.0,-79,1,2271.0,type1
3.0,0,2,248.0,type1
0,-7,1,2592.0,type1
0,-6,1,1451.0,type1
2.8,-2,2,862.5,type1
0,-33,3,1313.66666667,type1
4.0,-78,1,2688.0,type1
4.0,-8,2,607.0,type1
3.0,-7,2,632.5,type1
4.0,-8,2,639.5,type1
3.0,-12,3,414.333333333,type1
4.0,-30,2,1230.0,type1
4.0,-5,3,982.0,type1
4.0,-123,1,685.0,type1
4.0,-54,1,889.0,type1
4.0,-9,2,620.5,type1
4.0,-27,2,516.0,type1
4.0,-27,3,849.666666667,type1
4.0,-23,2,261.5,type1
4.0,-13,2,435.0,type1
4.5,-54,1,1523.0,type1
4.0,-36,1,636.0,type1
3.0,-10,1,813.0,type1
4.0,-7,1,1545.0,type1
4.0,-6,1,1167.0,type1
0,0,0,0.0,type1
4.0,-9,2,830.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,-5,1,1703.0,type1
0,0,0,0.0,type1
4.0,-12,1,49.0,type1
2.0,-9,1,825.0,type1
0,0,0,0.0,type1
2.0,-13,1,666.0,type1
3.5,-7,1,882.0,type1
4.0,-6,1,1435.0,type1
0,0,0,0.0,type1
0,-5,1,257.0,type1
0,0,0,0.0,type1
1.5,-4,1,322.0,type1
0,-9,1,1086.0,type1
3.0,-5,1,1153.0,type1
3.0,-5,1,1222.0,type1
0,0,0,0.0,type1
3.0,-34,2,682.0,type1
4.0,-7,3,780.333333333,type1
4.0,-7,2,871.0,type1
4.0,-12,2,924.0,type1
4.0,-3,1,479.0,type1
3.0,-6,1,225.0,type1
3.0,-5,1,225.0,type1
3.0,-7,1,301.0,type1
4.0,-5,1,960.0,type1
4.0,0,2,524.5,type1
3.0,-6,1,489.0,type1
3.5,-12,1,701.0,type1
4.0,-5,1,506.0,type1
3.0,-12,2,247.0,type1
4.0,-4,1,760.0,type1
4.0,-13,1,636.0,type1
0,0,0,0.0,type1
4.0,-8,2,432.5,type1
4.0,-5,1,3998.0,type1
4.5,-5,2,2913.0,type1
4.0,-8,2,2025.5,type1
5.0,-26,2,4877.0,type1
0,-8,2,1691.5,type1
5.0,-5,3,1133.33333333,type1
4.0,-28,2,115.5,type1
5.0,-24,4,2641.75,type1
5.0,-1,2,4263.5,type1
5.0,-10,3,2014.33333333,type1
5.0,-2,3,1614.33333333,type1
5.0,-10,3,2320.66666667,type1
5.0,-13,3,1037.33333333,type1
0,-2,3,2495.66666667,type1
0,-29,3,2040.33333333,type1
4.5,-2,3,2274.33333333,type1
0,-77,2,2268.0,type1
5.0,-6,2,3866.5,type1
4.0,-1,3,1354.33333333,type1
5.0,-1,3,1884.66666667,type1
4.0,-2,2,1738.0,type1
5.0,-29,4,1330.0,type1
5.0,0,4,1595.5,type1
5.0,-2,3,2166.33333333,type1
4.2,-3,2,729.0,type1
5.0,-31,2,1554.5,type1
4.0,-9,2,1442.0,type1
4.0,-30,2,1559.0,type1
5.0,-9,2,2723.5,type1
4.0,-18,3,784.666666667,type1
4.0,-28,2,932.0,type1
4.5,-30,1,3251.0,type1
5.0,-9,3,933.0,type1
3.5,-30,4,621.0,type1
4.0,-7,2,1992.0,type1
3.0,-6,2,563.0,type1
0,0,0,0.0,type1
5.0,-8,2,2431.0,type1
4.0,-3,1,2396.0,type1
4.0,-10,1,2561.0,type1
3.8,-4,1,2176.0,type1
3.8,-32,1,1906.0,type1
0,-8,2,669.0,type1
4.0,-9,2,1286.5,type1
4.0,-9,1,0.0,type1
4.0,0,4,1153.75,type1
4.0,-1,2,1103.0,type1
5.0,-53,5,713.0,type1
3.7,2,3,1033.33333333,type1
4.0,-2,2,1032.0,type1
4.0,-2,2,715.0,type1
0,0,4,790.75,type1
0,-1,3,646.666666667,type1
2.6,0,1,1116.0,type1
0,-12,4,466.5,type1
3.0,-34,1,1380.0,type1
4.0,-26,3,878.333333333,type1
4.0,-2,3,1145.0,type1
4.0,-4,3,821.0,type1
4.0,-7,3,938.333333333,type1
5.0,-2,3,1508.33333333,type1
4.0,0,3,606.0,type1
4.0,0,1,1095.0,type1
3.0,21,2,494.0,type1
4.0,0,1,495.0,type1
4.0,0,1,902.0,type1
4.0,-6,1,2378.0,type1
5.0,-22,5,415.4,type1
4.0,-1,2,983.5,type1
4.5,-11,2,1114.5,type1
4.0,-10,3,283.0,type1
3.0,-1,1,674.0,type1
4.0,-5,2,1313.5,type1
4.0,-3,1,752.0,type1
0,0,0,0.0,type1
4.0,-2,2,894.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
4.0,-12,2,690.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
